,vwc,month,dagger,date,time
4025,0.378873851,nov,f2,25.11.2023,16:45:00
4026,0.378740975,nov,f2,25.11.2023,17:00:00
4027,0.378409372,nov,f2,25.11.2023,17:15:00
4028,0.378260016,nov,f2,25.11.2023,17:30:00
4029,0.377745968,nov,f2,25.11.2023,17:45:00
4030,0.377215245,nov,f2,25.11.2023,18:00:00
4031,0.376501784,nov,f2,25.11.2023,18:15:00
4032,0.375439153,nov,f2,25.11.2023,18:30:00
4033,0.374342533,nov,f2,25.11.2023,18:45:00
4034,0.372895517,nov,f2,25.11.2023,19:00:00
4035,0.371630141,nov,f2,25.11.2023,19:15:00
4036,0.369796476,nov,f2,25.11.2023,19:30:00
4037,0.367976931,nov,f2,25.11.2023,19:45:00
4038,0.365970822,nov,f2,25.11.2023,20:00:00
4039,0.363944763,nov,f2,25.11.2023,20:15:00
4040,0.362117045,nov,f2,25.11.2023,20:30:00
4041,0.360656439,nov,f2,25.11.2023,20:45:00
4042,0.359547185,nov,f2,25.11.2023,21:00:00
4043,0.358622081,nov,f2,25.11.2023,21:15:00
4044,0.358251854,nov,f2,25.11.2023,21:30:00
4045,0.357342885,nov,f2,25.11.2023,21:45:00
4046,0.356230814,nov,f2,25.11.2023,22:00:00
4047,0.355320478,nov,f2,25.11.2023,22:15:00
4048,0.355134914,nov,f2,25.11.2023,22:30:00
4049,0.355134914,nov,f2,25.11.2023,22:45:00
4050,0.354206697,nov,f2,25.11.2023,23:00:00
4051,0.353109145,nov,f2,25.11.2023,23:15:00
4052,0.35255144,nov,f2,25.11.2023,23:30:00
4053,0.352382684,nov,f2,25.11.2023,23:45:00
4054,0.352382684,nov,f2,26.11.2023,00:00:00
4055,0.352568633,nov,f2,26.11.2023,00:15:00
4056,0.352754556,nov,f2,26.11.2023,00:30:00
4057,0.352568633,nov,f2,26.11.2023,00:45:00
4058,0.351824678,nov,f2,26.11.2023,01:00:00
4059,0.350707955,nov,f2,26.11.2023,01:15:00
4060,0.350149238,nov,f2,26.11.2023,01:30:00
4061,0.349234802,nov,f2,26.11.2023,01:45:00
4062,0.34848897,nov,f2,26.11.2023,02:00:00
4063,0.347946643,nov,f2,26.11.2023,02:15:00
4064,0.347946643,nov,f2,26.11.2023,02:30:00
4065,0.347760045,nov,f2,26.11.2023,02:45:00
4066,0.347946643,nov,f2,26.11.2023,03:00:00
4067,0.348506278,nov,f2,26.11.2023,03:15:00
4068,0.348879236,nov,f2,26.11.2023,03:30:00
4069,0.34981117,nov,f2,26.11.2023,03:45:00
4070,0.350556243,nov,f2,26.11.2023,04:00:00
4071,0.351673062,nov,f2,26.11.2023,04:15:00
4072,0.352603019,nov,f2,26.11.2023,04:30:00
4073,0.353532317,nov,f2,26.11.2023,04:45:00
4074,0.354275281,nov,f2,26.11.2023,05:00:00
4075,0.355945408,nov,f2,26.11.2023,05:15:00
4076,0.355388936,nov,f2,26.11.2023,05:30:00
4077,0.355759943,nov,f2,26.11.2023,05:45:00
4078,0.356316257,nov,f2,26.11.2023,06:00:00
4079,0.356855261,nov,f2,26.11.2023,06:15:00
4080,0.357208794,nov,f2,26.11.2023,06:30:00
4081,0.357394058,nov,f2,26.11.2023,06:45:00
4082,0.357579295,nov,f2,26.11.2023,07:00:00
4083,0.357949691,nov,f2,26.11.2023,07:15:00
4084,0.358117813,nov,f2,26.11.2023,07:30:00
4085,0.358471034,nov,f2,26.11.2023,07:45:00
4086,0.358841187,nov,f2,26.11.2023,08:00:00
4087,0.359026223,nov,f2,26.11.2023,08:15:00
4088,0.359396218,nov,f2,26.11.2023,08:30:00
4089,0.359749117,nov,f2,26.11.2023,08:45:00
4090,0.360101931,nov,f2,26.11.2023,09:00:00
4091,0.360454659,nov,f2,26.11.2023,09:15:00
4092,0.36062251,nov,f2,26.11.2023,09:30:00
4093,0.360975116,nov,f2,26.11.2023,09:45:00
4094,0.361142913,nov,f2,26.11.2023,10:00:00
4095,0.361461517,nov,f2,26.11.2023,10:15:00
4096,0.361427636,nov,f2,26.11.2023,10:30:00
4097,0.361578463,nov,f2,26.11.2023,10:45:00
4098,0.361746214,nov,f2,26.11.2023,11:00:00
4099,0.361712352,nov,f2,26.11.2023,11:15:00
4100,0.361863171,nov,f2,26.11.2023,11:30:00
4101,0.361829317,nov,f2,26.11.2023,11:45:00
4102,0.361980138,nov,f2,26.11.2023,12:00:00
4103,0.362130953,nov,f2,26.11.2023,12:15:00
4104,0.362097118,nov,f2,26.11.2023,12:30:00
4105,0.3620802,nov,f2,26.11.2023,12:45:00
4106,0.362247935,nov,f2,26.11.2023,13:00:00
4107,0.362214108,nov,f2,26.11.2023,13:15:00
4108,0.362197194,nov,f2,26.11.2023,13:30:00
4109,0.36218028,nov,f2,26.11.2023,13:45:00
4110,0.362549551,nov,f2,26.11.2023,14:00:00
4111,0.363639857,nov,f2,26.11.2023,14:15:00
4112,0.364913562,nov,f2,26.11.2023,14:30:00
4113,0.365466272,nov,f2,26.11.2023,14:45:00
4114,0.365834612,nov,f2,26.11.2023,15:00:00
4115,0.366202847,nov,f2,26.11.2023,15:15:00
4116,0.366386925,nov,f2,26.11.2023,15:30:00
4117,0.366370129,nov,f2,26.11.2023,15:45:00
4118,0.36692222,nov,f2,26.11.2023,16:00:00
4119,0.368760805,nov,f2,26.11.2023,16:15:00
4120,0.37224684,nov,f2,26.11.2023,16:30:00
4121,0.375889518,nov,f2,26.11.2023,16:45:00
4122,0.379720421,nov,f2,26.11.2023,17:00:00
4123,0.382449647,nov,f2,26.11.2023,17:15:00
4124,0.388433021,nov,f2,26.11.2023,17:30:00
4125,0.390782207,nov,f2,26.11.2023,17:45:00
4126,0.392405952,nov,f2,26.11.2023,18:00:00
4127,0.396725473,nov,f2,26.11.2023,18:15:00
4128,0.398700167,nov,f2,26.11.2023,18:30:00
4129,0.398700167,nov,f2,26.11.2023,18:45:00
4130,0.399955125,nov,f2,26.11.2023,19:00:00
4131,0.401566741,nov,f2,26.11.2023,19:15:00
4132,0.404605064,nov,f2,26.11.2023,19:30:00
4133,0.405140446,nov,f2,26.11.2023,19:45:00
4134,0.406210496,nov,f2,26.11.2023,20:00:00
4135,0.409059312,nov,f2,26.11.2023,20:15:00
4136,0.409770459,nov,f2,26.11.2023,20:30:00
4137,0.412240617,nov,f2,26.11.2023,20:45:00
4138,0.414721189,nov,f2,26.11.2023,21:00:00
4139,0.414882721,nov,f2,26.11.2023,21:15:00
4140,0.427731619,nov,f2,26.11.2023,21:30:00
4141,0.427731619,nov,f2,26.11.2023,21:45:00
4142,0.426856052,nov,f2,26.11.2023,22:00:00
4143,0.425629147,nov,f2,26.11.2023,22:15:00
4144,0.424576483,nov,f2,26.11.2023,22:30:00
4145,0.423698536,nov,f2,26.11.2023,22:45:00
4146,0.422995703,nov,f2,26.11.2023,23:00:00
4147,0.4224683,nov,f2,26.11.2023,23:15:00
4148,0.421925399,nov,f2,26.11.2023,23:30:00
4149,0.421397506,nov,f2,26.11.2023,23:45:00
4150,0.421045445,nov,f2,27.11.2023,00:00:00
4151,0.420677984,nov,f2,27.11.2023,00:15:00
4152,0.420325702,nov,f2,27.11.2023,00:30:00
4153,0.419973315,nov,f2,27.11.2023,00:45:00
4154,0.419797082,nov,f2,27.11.2023,01:00:00
4155,0.419797082,nov,f2,27.11.2023,01:15:00
4156,0.420149522,nov,f2,27.11.2023,01:30:00
4157,0.419973315,nov,f2,27.11.2023,01:45:00
4158,0.419797082,nov,f2,27.11.2023,02:00:00
4159,0.419444535,nov,f2,27.11.2023,02:15:00
4160,0.419076545,nov,f2,27.11.2023,02:30:00
4161,0.418915518,nov,f2,27.11.2023,02:45:00
4162,0.418739126,nov,f2,27.11.2023,03:00:00
4163,0.418562708,nov,f2,27.11.2023,03:15:00
4164,0.418562708,nov,f2,27.11.2023,03:30:00
4165,0.418386263,nov,f2,27.11.2023,03:45:00
4166,0.418209791,nov,f2,27.11.2023,04:00:00
4167,0.417856769,nov,f2,27.11.2023,04:15:00
4168,0.417695595,nov,f2,27.11.2023,04:30:00
4169,0.41735781,nov,f2,27.11.2023,04:45:00
4170,0.41718119,nov,f2,27.11.2023,05:00:00
4171,0.417004544,nov,f2,27.11.2023,05:15:00
4172,0.416651171,nov,f2,27.11.2023,05:30:00
4173,0.416666576,nov,f2,27.11.2023,05:45:00
4174,0.416505265,nov,f2,27.11.2023,06:00:00
4175,0.416505265,nov,f2,27.11.2023,06:15:00
4176,0.416328522,nov,f2,27.11.2023,06:30:00
4177,0.415974957,nov,f2,27.11.2023,06:45:00
4178,0.415798135,nov,f2,27.11.2023,07:00:00
4179,0.415621286,nov,f2,27.11.2023,07:15:00
4180,0.415282953,nov,f2,27.11.2023,07:30:00
4181,0.414944534,nov,f2,27.11.2023,07:45:00
4182,0.414590566,nov,f2,27.11.2023,08:00:00
4183,0.414236491,nov,f2,27.11.2023,08:15:00
4184,0.414236491,nov,f2,27.11.2023,08:30:00
4185,0.413882312,nov,f2,27.11.2023,08:45:00
4186,0.413882312,nov,f2,27.11.2023,09:00:00
4187,0.413705182,nov,f2,27.11.2023,09:15:00
4188,0.413528026,nov,f2,27.11.2023,09:30:00
4189,0.413335347,nov,f2,27.11.2023,09:45:00
4190,0.413319851,nov,f2,27.11.2023,10:00:00
4191,0.41312713,nov,f2,27.11.2023,10:15:00
4192,0.412757093,nov,f2,27.11.2023,10:30:00
4193,0.412757093,nov,f2,27.11.2023,10:45:00
4194,0.41238693,nov,f2,27.11.2023,11:00:00
4195,0.412016642,nov,f2,27.11.2023,11:15:00
4196,0.41200111,nov,f2,27.11.2023,11:30:00
4197,0.411808145,nov,f2,27.11.2023,11:45:00
4198,0.411599603,nov,f2,27.11.2023,12:00:00
4199,0.411422107,nov,f2,27.11.2023,12:15:00
4200,0.41140656,nov,f2,27.11.2023,12:30:00
4201,0.411391013,nov,f2,27.11.2023,12:45:00
4202,0.411391013,nov,f2,27.11.2023,13:00:00
4203,0.411197929,nov,f2,27.11.2023,13:15:00
4204,0.411004809,nov,f2,27.11.2023,13:30:00
4205,0.416673856,nov,f2,27.11.2023,13:45:00
4206,0.4173652,nov,f2,27.11.2023,14:00:00
4207,0.421948737,nov,f2,27.11.2023,14:15:00
4208,0.430173957,nov,f2,27.11.2023,14:30:00
4209,0.433662823,nov,f2,27.11.2023,14:45:00
4210,0.445618188,nov,f2,27.11.2023,15:00:00
4211,0.442857146,nov,f2,27.11.2023,15:15:00
4212,0.442165827,nov,f2,27.11.2023,15:30:00
4213,0.459492033,nov,f2,27.11.2023,15:45:00
4214,0.45966223,nov,f2,27.11.2023,16:00:00
4215,0.461702534,nov,f2,27.11.2023,16:15:00
4216,0.455385007,nov,f2,27.11.2023,16:30:00
4217,0.450590833,nov,f2,27.11.2023,16:45:00
4218,0.44699617,nov,f2,27.11.2023,17:00:00
4219,0.458810979,nov,f2,27.11.2023,17:15:00
4220,0.456765278,nov,f2,27.11.2023,17:30:00
4221,0.451634357,nov,f2,27.11.2023,17:45:00
4222,0.454202794,nov,f2,27.11.2023,18:00:00
4223,0.455911778,nov,f2,27.11.2023,18:15:00
4224,0.451462916,nov,f2,27.11.2023,18:30:00
4225,0.448028545,nov,f2,27.11.2023,18:45:00
4226,0.446479625,nov,f2,27.11.2023,19:00:00
4227,0.452319856,nov,f2,27.11.2023,19:15:00
4228,0.451977159,nov,f2,27.11.2023,19:30:00
4229,0.449246298,nov,f2,27.11.2023,19:45:00
4230,0.450448203,nov,f2,27.11.2023,20:00:00
4231,0.447354971,nov,f2,27.11.2023,20:15:00
4232,0.445475064,nov,f2,27.11.2023,20:30:00
4233,0.44478537,nov,f2,27.11.2023,20:45:00
4234,0.443922657,nov,f2,27.11.2023,21:00:00
4235,0.444972468,nov,f2,27.11.2023,21:15:00
4236,0.446021272,nov,f2,27.11.2023,21:30:00
4237,0.440494704,nov,f2,27.11.2023,21:45:00
4238,0.438935477,nov,f2,27.11.2023,22:00:00
4239,0.439123623,nov,f2,27.11.2023,22:15:00
4240,0.438097956,nov,f2,27.11.2023,22:30:00
4241,0.437230179,nov,f2,27.11.2023,22:45:00
4242,0.436043935,nov,f2,27.11.2023,23:00:00
4243,0.435174618,nov,f2,27.11.2023,23:15:00
4244,0.434334488,nov,f2,27.11.2023,23:30:00
4245,0.433667952,nov,f2,27.11.2023,23:45:00
4246,0.432971146,nov,f2,28.11.2023,00:00:00
4247,0.432448264,nov,f2,28.11.2023,00:15:00
4248,0.431955123,nov,f2,28.11.2023,00:30:00
4249,0.431431793,nov,f2,28.11.2023,00:45:00
4250,0.431257297,nov,f2,28.11.2023,01:00:00
4251,0.433001068,nov,f2,28.11.2023,01:15:00
4252,0.432159482,nov,f2,28.11.2023,01:30:00
4253,0.431476802,nov,f2,28.11.2023,01:45:00
4254,0.43026991,nov,f2,28.11.2023,02:00:00
4255,0.429411395,nov,f2,28.11.2023,02:15:00
4256,0.42890202,nov,f2,28.11.2023,02:30:00
4257,0.428582431,nov,f2,28.11.2023,02:45:00
4258,0.428087822,nov,f2,28.11.2023,03:00:00
4259,0.427593032,nov,f2,28.11.2023,03:15:00
4260,0.427258031,nov,f2,28.11.2023,03:30:00
4261,0.426747801,nov,f2,28.11.2023,03:45:00
4262,0.426252508,nov,f2,28.11.2023,04:00:00
4263,0.42591716,nov,f2,28.11.2023,04:15:00
4264,0.42540639,nov,f2,28.11.2023,04:30:00
4265,0.425070821,nov,f2,28.11.2023,04:45:00
4266,0.424910596,nov,f2,28.11.2023,05:00:00
4267,0.424574901,nov,f2,28.11.2023,05:15:00
4268,0.42441462,nov,f2,28.11.2023,05:30:00
4269,0.424063591,nov,f2,28.11.2023,05:45:00
4270,0.423903251,nov,f2,28.11.2023,06:00:00
4271,0.423742893,nov,f2,28.11.2023,06:15:00
4272,0.423552073,nov,f2,28.11.2023,06:30:00
4273,0.423376445,nov,f2,28.11.2023,06:45:00
4274,0.423185558,nov,f2,28.11.2023,07:00:00
4275,0.42283416,nov,f2,28.11.2023,07:15:00
4276,0.423536851,nov,f2,28.11.2023,07:30:00
4277,0.425817678,nov,f2,28.11.2023,07:45:00
4278,0.425276554,nov,f2,28.11.2023,08:00:00
4279,0.42702884,nov,f2,28.11.2023,08:15:00
4280,0.427188801,nov,f2,28.11.2023,08:30:00
4281,0.426838598,nov,f2,28.11.2023,08:45:00
4282,0.42648829,nov,f2,28.11.2023,09:00:00
4283,0.426122725,nov,f2,28.11.2023,09:15:00
4284,0.42540639,nov,f2,28.11.2023,09:30:00
4285,0.42505564,nov,f2,28.11.2023,09:45:00
4286,0.424689595,nov,f2,28.11.2023,10:00:00
4287,0.424323424,nov,f2,28.11.2023,10:15:00
4288,0.423972338,nov,f2,28.11.2023,10:30:00
4289,0.423621147,nov,f2,28.11.2023,10:45:00
4290,0.423605928,nov,f2,28.11.2023,11:00:00
4291,0.42410228,nov,f2,28.11.2023,11:15:00
4292,0.423865867,nov,f2,28.11.2023,11:30:00
4293,0.423453726,nov,f2,28.11.2023,11:45:00
4294,0.422880875,nov,f2,28.11.2023,12:00:00
4295,0.4224683,nov,f2,28.11.2023,12:15:00
4296,0.421910138,nov,f2,28.11.2023,12:30:00
4297,0.421175647,nov,f2,28.11.2023,12:45:00
4298,0.420616803,nov,f2,28.11.2023,13:00:00
4299,0.420440656,nov,f2,28.11.2023,13:15:00
4300,0.420088283,nov,f2,28.11.2023,13:30:00
4301,0.419896742,nov,f2,28.11.2023,13:45:00
4302,0.41936789,nov,f2,28.11.2023,14:00:00
4303,0.418838801,nov,f2,28.11.2023,14:15:00
4304,0.418324831,nov,f2,28.11.2023,14:30:00
4305,0.418002559,nov,f2,28.11.2023,14:45:00
4306,0.417503642,nov,f2,28.11.2023,15:00:00
4307,0.41718119,nov,f2,28.11.2023,15:15:00
4308,0.416681981,nov,f2,28.11.2023,15:30:00
4309,0.416551493,nov,f2,28.11.2023,15:45:00
4310,0.416244265,nov,f2,28.11.2023,16:00:00
4311,0.41592156,nov,f2,28.11.2023,16:15:00
4312,0.415629661,nov,f2,28.11.2023,16:30:00
4313,0.415483699,nov,f2,28.11.2023,16:45:00
4314,0.415160853,nov,f2,28.11.2023,17:00:00
4315,0.415014859,nov,f2,28.11.2023,17:15:00
4316,0.414868857,nov,f2,28.11.2023,17:30:00
4317,0.414722847,nov,f2,28.11.2023,17:45:00
4318,0.414576829,nov,f2,28.11.2023,18:00:00
4319,0.414399859,nov,f2,28.11.2023,18:15:00
4320,0.414430804,nov,f2,28.11.2023,18:30:00
4321,0.414253817,nov,f2,28.11.2023,18:45:00
4322,0.414076803,nov,f2,28.11.2023,19:00:00
4323,0.413899764,nov,f2,28.11.2023,19:15:00
4324,0.413722698,nov,f2,28.11.2023,19:30:00
4325,0.413722698,nov,f2,28.11.2023,19:45:00
4326,0.413545605,nov,f2,28.11.2023,20:00:00
4327,0.413545605,nov,f2,28.11.2023,20:15:00
4328,0.413722698,nov,f2,28.11.2023,20:30:00
4329,0.413545605,nov,f2,28.11.2023,20:45:00
4330,0.413545605,nov,f2,28.11.2023,21:00:00
4331,0.413545605,nov,f2,28.11.2023,21:15:00
4332,0.413368487,nov,f2,28.11.2023,21:30:00
4333,0.413368487,nov,f2,28.11.2023,21:45:00
4334,0.413191341,nov,f2,28.11.2023,22:00:00
4335,0.41301417,nov,f2,28.11.2023,22:15:00
4336,0.412675268,nov,f2,28.11.2023,22:30:00
4337,0.412513547,nov,f2,28.11.2023,22:45:00
4338,0.412544596,nov,f2,28.11.2023,23:00:00
4339,0.412398397,nov,f2,28.11.2023,23:15:00
4340,0.412221123,nov,f2,28.11.2023,23:30:00
4341,0.412236656,nov,f2,28.11.2023,23:45:00
4342,0.411897581,nov,f2,29.11.2023,00:00:00
4343,0.411542867,nov,f2,29.11.2023,00:15:00
4344,0.411381028,nov,f2,29.11.2023,00:30:00
4345,0.411219172,nov,f2,29.11.2023,00:45:00
4346,0.410686774,nov,f2,29.11.2023,01:00:00
4347,0.409976539,nov,f2,29.11.2023,01:15:00
4348,0.409621264,nov,f2,29.11.2023,01:30:00
4349,0.409443587,nov,f2,29.11.2023,01:45:00
4350,0.409281499,nov,f2,29.11.2023,02:00:00
4351,0.409103774,nov,f2,29.11.2023,02:15:00
4352,0.409103774,nov,f2,29.11.2023,02:30:00
4353,0.40857044,nov,f2,29.11.2023,02:45:00
4354,0.40734074,nov,f2,29.11.2023,03:00:00
4355,0.405024546,nov,f2,29.11.2023,03:15:00
4356,0.401988948,nov,f2,29.11.2023,03:30:00
4357,0.398945726,nov,f2,29.11.2023,03:45:00
4358,0.395012131,nov,f2,29.11.2023,04:00:00
4359,0.391049868,nov,f2,29.11.2023,04:15:00
4360,0.387091068,nov,f2,29.11.2023,04:30:00
4361,0.383647911,nov,f2,29.11.2023,04:45:00
4362,0.379831239,nov,f2,29.11.2023,05:00:00
4363,0.376185502,nov,f2,29.11.2023,05:15:00
4364,0.372712281,nov,f2,29.11.2023,05:30:00
4365,0.36941308,nov,f2,29.11.2023,05:45:00
4366,0.367041797,nov,f2,29.11.2023,06:00:00
4367,0.365017699,nov,f2,29.11.2023,06:15:00
4368,0.363191737,nov,f2,29.11.2023,06:30:00
4369,0.361346295,nov,f2,29.11.2023,06:45:00
4370,0.359683143,nov,f2,29.11.2023,07:00:00
4371,0.358388104,nov,f2,29.11.2023,07:15:00
4372,0.356906477,nov,f2,29.11.2023,07:30:00
4373,0.355625779,nov,f2,29.11.2023,07:45:00
4374,0.354883615,nov,f2,29.11.2023,08:00:00
4375,0.353972474,nov,f2,29.11.2023,08:15:00
4376,0.352671787,nov,f2,29.11.2023,08:30:00
4377,0.35248587,nov,f2,29.11.2023,08:45:00
4378,0.353043544,nov,f2,29.11.2023,09:00:00
4379,0.356940621,nov,f2,29.11.2023,09:15:00
4380,0.360826073,nov,f2,29.11.2023,09:30:00
4381,0.364884079,nov,f2,29.11.2023,09:45:00
4382,0.367459802,nov,f2,29.11.2023,10:00:00
4383,0.368378452,nov,f2,29.11.2023,10:15:00
4384,0.369479961,nov,f2,29.11.2023,10:30:00
4385,0.370180374,nov,f2,29.11.2023,10:45:00
4386,0.371630155,nov,f2,29.11.2023,11:00:00
4387,0.371247024,nov,f2,29.11.2023,11:15:00
4388,0.371247024,nov,f2,29.11.2023,11:30:00
4389,0.371979863,nov,f2,29.11.2023,11:45:00
4390,0.372329486,nov,f2,29.11.2023,12:00:00
4391,0.37322809,nov,f2,29.11.2023,12:15:00
4392,0.373577399,nov,f2,29.11.2023,12:30:00
4393,0.373560795,nov,f2,29.11.2023,12:45:00
4394,0.373943217,nov,f2,29.11.2023,13:00:00
4395,0.311342892,sep,f3,22.09.2023,16:00:00
4396,0.311727362,sep,f3,22.09.2023,16:15:00
4397,0.311727362,sep,f3,22.09.2023,16:30:00
4398,0.312532539,sep,f3,22.09.2023,16:45:00
4399,0.315483694,sep,f3,22.09.2023,17:00:00
4400,0.317799954,sep,f3,22.09.2023,17:15:00
4401,0.318200711,sep,f3,22.09.2023,17:30:00
4402,0.318810656,sep,f3,22.09.2023,17:45:00
4403,0.319229176,sep,f3,22.09.2023,18:00:00
4404,0.319438379,sep,f3,22.09.2023,18:15:00
4405,0.320793478,sep,f3,22.09.2023,18:30:00
4406,0.321020454,sep,f3,22.09.2023,18:45:00
4407,0.321056533,sep,f3,22.09.2023,19:00:00
4408,0.321474258,sep,f3,22.09.2023,19:15:00
4409,0.321319514,sep,f3,22.09.2023,19:30:00
4410,0.320955879,sep,f3,22.09.2023,19:45:00
4411,0.321355579,sep,f3,22.09.2023,20:00:00
4412,0.321200839,sep,f3,22.09.2023,20:15:00
4413,0.321582421,sep,f3,22.09.2023,20:30:00
4414,0.321582421,sep,f3,22.09.2023,20:45:00
4415,0.321999927,sep,f3,22.09.2023,21:00:00
4416,0.322571908,sep,f3,22.09.2023,21:15:00
4417,0.322762516,sep,f3,22.09.2023,21:30:00
4418,0.322971084,sep,f3,22.09.2023,21:45:00
4419,0.323179615,sep,f3,22.09.2023,22:00:00
4420,0.323179615,sep,f3,22.09.2023,22:15:00
4421,0.323215579,sep,f3,22.09.2023,22:30:00
4422,0.323977444,sep,f3,22.09.2023,22:45:00
4423,0.323995404,sep,f3,22.09.2023,23:00:00
4424,0.324203752,sep,f3,22.09.2023,23:15:00
4425,0.324031323,sep,f3,22.09.2023,23:30:00
4426,0.32423966,sep,f3,22.09.2023,23:45:00
4427,0.324465907,sep,f3,23.09.2023,00:00:00
4428,0.324674164,sep,f3,23.09.2023,00:15:00
4429,0.324882383,sep,f3,23.09.2023,00:30:00
4430,0.324882383,sep,f3,23.09.2023,00:45:00
4431,0.325072633,sep,f3,23.09.2023,01:00:00
4432,0.325072633,sep,f3,23.09.2023,01:15:00
4433,0.325280782,sep,f3,23.09.2023,01:30:00
4434,0.325470974,sep,f3,23.09.2023,01:45:00
4435,0.325488894,sep,f3,23.09.2023,02:00:00
4436,0.326439428,sep,f3,23.09.2023,02:15:00
4437,0.32966628,sep,f3,23.09.2023,02:30:00
4438,0.335566064,sep,f3,23.09.2023,02:45:00
4439,0.335566064,sep,f3,23.09.2023,03:00:00
4440,0.335978769,sep,f3,23.09.2023,03:15:00
4441,0.336921898,sep,f3,23.09.2023,03:30:00
4442,0.336391325,sep,f3,23.09.2023,03:45:00
4443,0.33657994,sep,f3,23.09.2023,04:00:00
4444,0.336957091,sep,f3,23.09.2023,04:15:00
4445,0.337746222,sep,f3,23.09.2023,04:30:00
4446,0.338123033,sep,f3,23.09.2023,04:45:00
4447,0.338517291,sep,f3,23.09.2023,05:00:00
4448,0.338911421,sep,f3,23.09.2023,05:15:00
4449,0.339287892,sep,f3,23.09.2023,05:30:00
4450,0.339476087,sep,f3,23.09.2023,05:45:00
4451,0.340434167,sep,f3,23.09.2023,06:00:00
4452,0.341186133,sep,f3,23.09.2023,06:15:00
4453,0.341391531,sep,f3,23.09.2023,06:30:00
4454,0.341579424,sep,f3,23.09.2023,06:45:00
4455,0.341579424,sep,f3,23.09.2023,07:00:00
4456,0.341749829,sep,f3,23.09.2023,07:15:00
4457,0.341732367,sep,f3,23.09.2023,07:30:00
4458,0.341920218,sep,f3,23.09.2023,07:45:00
4459,0.342055687,sep,f3,23.09.2023,08:00:00
4460,0.342020782,sep,f3,23.09.2023,08:15:00
4461,0.341610126,sep,f3,23.09.2023,08:30:00
4462,0.341387273,sep,f3,23.09.2023,08:45:00
4463,0.341352333,sep,f3,23.09.2023,09:00:00
4464,0.341299922,sep,f3,23.09.2023,09:15:00
4465,0.34126498,sep,f3,23.09.2023,09:30:00
4466,0.341042038,sep,f3,23.09.2023,09:45:00
4467,0.341007084,sep,f3,23.09.2023,10:00:00
4468,0.340972129,sep,f3,23.09.2023,10:15:00
4469,0.340731631,sep,f3,23.09.2023,10:30:00
4470,0.341243336,sep,f3,23.09.2023,10:45:00
4471,0.340950462,sep,f3,23.09.2023,11:00:00
4472,0.339922262,sep,f3,23.09.2023,11:15:00
4473,0.339322413,sep,f3,23.09.2023,11:30:00
4474,0.339304893,sep,f3,23.09.2023,11:45:00
4475,0.339081504,sep,f3,23.09.2023,12:00:00
4476,0.339081504,sep,f3,23.09.2023,12:15:00
4477,0.339234813,sep,f3,23.09.2023,12:30:00
4478,0.338787938,sep,f3,23.09.2023,12:45:00
4479,0.339164729,sep,f3,23.09.2023,13:00:00
4480,0.34085897,sep,f3,23.09.2023,13:15:00
4481,0.341047086,sep,f3,23.09.2023,13:30:00
4482,0.340447689,sep,f3,23.09.2023,13:45:00
4483,0.339900491,sep,f3,23.09.2023,14:00:00
4484,0.339729715,sep,f3,23.09.2023,14:15:00
4485,0.339164729,sep,f3,23.09.2023,14:30:00
4486,0.338599503,sep,f3,23.09.2023,14:45:00
4487,0.337279712,sep,f3,23.09.2023,15:00:00
4488,0.33674887,sep,f3,23.09.2023,15:15:00
4489,0.336029065,sep,f3,23.09.2023,15:30:00
4490,0.335651413,sep,f3,23.09.2023,15:45:00
4491,0.335120011,sep,f3,23.09.2023,16:00:00
4492,0.334553126,sep,f3,23.09.2023,16:15:00
4493,0.334399429,sep,f3,23.09.2023,16:30:00
4494,0.333643147,sep,f3,23.09.2023,16:45:00
4495,0.33348938,sep,f3,23.09.2023,17:00:00
4496,0.333146438,sep,f3,23.09.2023,17:15:00
4497,0.332407214,sep,f3,23.09.2023,17:30:00
4498,0.332081775,sep,f3,23.09.2023,17:45:00
4499,0.331549179,sep,f3,23.09.2023,18:00:00
4500,0.331395271,sep,f3,23.09.2023,18:15:00
4501,0.331051923,sep,f3,23.09.2023,18:30:00
4502,0.330915748,sep,f3,23.09.2023,18:45:00
4503,0.330590096,sep,f3,23.09.2023,19:00:00
4504,0.330625638,sep,f3,23.09.2023,19:15:00
4505,0.33066118,sep,f3,23.09.2023,19:30:00
4506,0.330507246,sep,f3,23.09.2023,19:45:00
4507,0.330317743,sep,f3,23.09.2023,20:00:00
4508,0.330353305,sep,f3,23.09.2023,20:15:00
4509,0.330163787,sep,f3,23.09.2023,20:30:00
4510,0.330163787,sep,f3,23.09.2023,20:45:00
4511,0.330181573,sep,f3,23.09.2023,21:00:00
4512,0.330199358,sep,f3,23.09.2023,21:15:00
4513,0.330009825,sep,f3,23.09.2023,21:30:00
4514,0.32983806,sep,f3,23.09.2023,21:45:00
4515,0.329648479,sep,f3,23.09.2023,22:00:00
4516,0.329476678,sep,f3,23.09.2023,22:15:00
4517,0.329097393,sep,f3,23.09.2023,22:30:00
4518,0.328907711,sep,f3,23.09.2023,22:45:00
4519,0.3285461,sep,f3,23.09.2023,23:00:00
4520,0.328563933,sep,f3,23.09.2023,23:15:00
4521,0.328563933,sep,f3,23.09.2023,23:30:00
4522,0.32951229,sep,f3,23.09.2023,23:45:00
4523,0.332371105,sep,f3,24.09.2023,00:00:00
